Date,IT Dep.,CostElement,Country,Budget
01-01-2020,Mobility,Software,USA,"2,811"
01-02-2020,Mobility,Software,USA,"2,811"
01-03-2020,Mobility,Software,USA,"2,811"
01-04-2020,Mobility,Software,USA,"2,811"
01-05-2020,Mobility,Software,USA,"2,811"
01-06-2020,Mobility,Software,USA,"2,811"
01-07-2020,Mobility,Software,USA,"2,811"
01-08-2020,Mobility,Software,USA,"2,811"
01-09-2020,Mobility,Software,USA,"2,811"
01-10-2020,Mobility,Software,USA,"2,811"
01-11-2020,Mobility,Software,USA,"2,811"
01-12-2020,Mobility,Software,USA,"2,811"
01-01-2020,Mobility,Software Maintenance,USA,"23,204"
01-02-2020,Mobility,Software Maintenance,USA,"23,309"
01-03-2020,Mobility,Software Maintenance,USA,"23,204"
01-04-2020,Mobility,Software Maintenance,USA,"23,204"
01-05-2020,Mobility,Software Maintenance,USA,"23,204"
01-06-2020,Mobility,Software Maintenance,USA,"23,842"
01-07-2020,Mobility,Software Maintenance,USA,"21,877"
01-08-2020,Mobility,Software Maintenance,USA,"21,637"
01-09-2020,Mobility,Software Maintenance,USA,"42,037"
01-10-2020,Mobility,Software Maintenance,USA,"21,637"
01-11-2020,Mobility,Software Maintenance,USA,"21,637"
01-12-2020,Mobility,Software Maintenance,USA,"50,137"
01-01-2020,Mobility,Supplies,USA,15
01-02-2020,Mobility,Supplies,USA,15
01-03-2020,Mobility,Supplies,USA,15
01-04-2020,Mobility,Supplies,USA,15
01-05-2020,Mobility,Supplies,USA,15
01-06-2020,Mobility,Supplies,USA,15
01-07-2020,Mobility,Supplies,USA,15
01-08-2020,Mobility,Supplies,USA,15
01-09-2020,Mobility,Supplies,USA,15
01-10-2020,Mobility,Supplies,USA,15
01-11-2020,Mobility,Supplies,USA,15
01-12-2020,Mobility,Supplies,USA,15
01-01-2020,Mobility,Taxes,USA,593
01-02-2020,Mobility,Taxes,USA,593
01-03-2020,Mobility,Taxes,USA,593
01-04-2020,Mobility,Taxes,USA,593
01-05-2020,Mobility,Taxes,USA,593
01-06-2020,Mobility,Taxes,USA,593
01-07-2020,Mobility,Taxes,USA,593
01-08-2020,Mobility,Taxes,USA,593
01-09-2020,Mobility,Taxes,USA,593
01-10-2020,Mobility,Taxes,USA,593
01-11-2020,Mobility,Taxes,USA,593
01-12-2020,Mobility,Taxes,USA,593
01-01-2020,Mobility,Telecomm,USA,"1,620"
01-02-2020,Mobility,Telecomm,USA,"1,620"
01-03-2020,Mobility,Telecomm,USA,"1,620"
01-04-2020,Mobility,Telecomm,USA,"1,620"
01-05-2020,Mobility,Telecomm,USA,"1,620"
01-06-2020,Mobility,Telecomm,USA,"1,620"
01-07-2020,Mobility,Telecomm,USA,"1,620"
01-08-2020,Mobility,Telecomm,USA,"1,620"
01-09-2020,Mobility,Telecomm,USA,"1,620"
01-10-2020,Mobility,Telecomm,USA,"1,620"
01-11-2020,Mobility,Telecomm,USA,"1,620"
01-12-2020,Mobility,Telecomm,USA,"1,620"
01-03-2020,Mobility,Training,USA,563
01-06-2020,Mobility,Training,USA,563
01-09-2020,Mobility,Training,USA,563
01-12-2020,Mobility,Training,USA,563
01-01-2020,Mobility,Travel,USA,180
01-02-2020,Mobility,Travel,USA,180
01-03-2020,Mobility,Travel,USA,180
01-04-2020,Mobility,Travel,USA,180
01-05-2020,Mobility,Travel,USA,180
01-06-2020,Mobility,Travel,USA,180
01-07-2020,Mobility,Travel,USA,180
01-08-2020,Mobility,Travel,USA,180
01-09-2020,Mobility,Travel,USA,180
01-10-2020,Mobility,Travel,USA,180
01-11-2020,Mobility,Travel,USA,180
01-12-2020,Mobility,Travel,USA,180
01-01-2020,Networking,Administrative,USA,"-3,16,925"
01-02-2020,Networking,Administrative,USA,"-3,16,925"
01-03-2020,Networking,Administrative,USA,"-3,16,925"
01-04-2020,Networking,Administrative,USA,"-3,16,925"
01-05-2020,Networking,Administrative,USA,"-3,16,925"
01-06-2020,Networking,Administrative,USA,"-3,16,925"
01-07-2020,Networking,Administrative,USA,"-3,16,925"
01-08-2020,Networking,Administrative,USA,"-3,16,925"
01-09-2020,Networking,Administrative,USA,"-3,16,925"
01-10-2020,Networking,Administrative,USA,"-3,16,925"
01-11-2020,Networking,Administrative,USA,"-3,16,925"
01-12-2020,Networking,Administrative,USA,"-3,16,925"
01-01-2020,Networking,Amortization,USA,"1,025"
01-02-2020,Networking,Amortization,USA,"1,025"
01-03-2020,Networking,Amortization,USA,"1,025"
01-04-2020,Networking,Amortization,USA,"1,025"
01-05-2020,Networking,Amortization,USA,"1,025"
01-06-2020,Networking,Amortization,USA,"1,025"
01-07-2020,Networking,Amortization,USA,"1,025"
01-08-2020,Networking,Amortization,USA,"1,025"
01-09-2020,Networking,Amortization,USA,615
01-10-2020,Networking,Amortization,USA,615
01-11-2020,Networking,Amortization,USA,615
01-12-2020,Networking,Amortization,USA,615
01-01-2020,Networking,Depreciation,Canada,304
01-02-2020,Networking,Depreciation,Canada,304
01-03-2020,Networking,Depreciation,Canada,304
01-04-2020,Networking,Depreciation,Canada,304
01-05-2020,Networking,Depreciation,Canada,304
01-06-2020,Networking,Depreciation,Canada,304
01-07-2020,Networking,Depreciation,Canada,304
01-08-2020,Networking,Depreciation,Canada,304
01-09-2020,Networking,Depreciation,Canada,304
01-10-2020,Networking,Depreciation,Canada,304
01-11-2020,Networking,Depreciation,Canada,304
01-12-2020,Networking,Depreciation,Canada,304
01-01-2020,Networking,Depreciation,Mexico,5
01-02-2020,Networking,Depreciation,Mexico,5
01-03-2020,Networking,Depreciation,Mexico,5
01-04-2020,Networking,Depreciation,Mexico,5
01-05-2020,Networking,Depreciation,Mexico,5
01-06-2020,Networking,Depreciation,Mexico,5
01-07-2020,Networking,Depreciation,Mexico,5
01-08-2020,Networking,Depreciation,Mexico,5
01-09-2020,Networking,Depreciation,Mexico,5
01-10-2020,Networking,Depreciation,Mexico,5
01-11-2020,Networking,Depreciation,Mexico,5
01-12-2020,Networking,Depreciation,Mexico,5
01-01-2020,Networking,Depreciation,USA,"50,716"
01-02-2020,Networking,Depreciation,USA,"50,716"
01-03-2020,Networking,Depreciation,USA,"50,716"
01-04-2020,Networking,Depreciation,USA,"50,716"
01-05-2020,Networking,Depreciation,USA,"50,716"
01-06-2020,Networking,Depreciation,USA,"50,716"
01-07-2020,Networking,Depreciation,USA,"50,716"
01-08-2020,Networking,Depreciation,USA,"50,716"
01-09-2020,Networking,Depreciation,USA,"50,716"
01-10-2020,Networking,Depreciation,USA,"50,716"
01-11-2020,Networking,Depreciation,USA,"50,716"
01-12-2020,Networking,Depreciation,USA,"50,716"
01-01-2020,Networking,Employee Performance,USA,94
01-02-2020,Networking,Employee Performance,USA,94
01-03-2020,Networking,Employee Performance,USA,94
01-04-2020,Networking,Employee Performance,USA,94
01-05-2020,Networking,Employee Performance,USA,94
01-06-2020,Networking,Employee Performance,USA,94
01-07-2020,Networking,Employee Performance,USA,94
01-08-2020,Networking,Employee Performance,USA,94
01-09-2020,Networking,Employee Performance,USA,94
01-10-2020,Networking,Employee Performance,USA,94
01-11-2020,Networking,Employee Performance,USA,94
01-12-2020,Networking,Employee Performance,USA,94
01-03-2020,Networking,External Labor,Germany,"1,083"
01-04-2020,Networking,External Labor,Germany,"1,083"
01-05-2020,Networking,External Labor,Germany,"1,083"
01-06-2020,Networking,External Labor,Germany,"1,083"
01-07-2020,Networking,External Labor,Germany,"1,083"
01-08-2020,Networking,External Labor,Germany,"1,083"
01-09-2020,Networking,External Labor,Germany,"1,083"
01-10-2020,Networking,External Labor,Germany,"1,083"
01-11-2020,Networking,External Labor,Germany,"1,083"
01-12-2020,Networking,External Labor,Germany,"1,083"
01-01-2020,Networking,External Labor,Mexico,"18,291"
01-02-2020,Networking,External Labor,Mexico,"18,291"
01-03-2020,Networking,External Labor,Mexico,"18,291"
01-04-2020,Networking,External Labor,Mexico,"18,291"
01-05-2020,Networking,External Labor,Mexico,"18,291"
01-06-2020,Networking,External Labor,Mexico,"18,291"
01-07-2020,Networking,External Labor,Mexico,"18,291"
01-08-2020,Networking,External Labor,Mexico,"18,291"
01-09-2020,Networking,External Labor,Mexico,"18,291"
01-10-2020,Networking,External Labor,Mexico,"18,291"
01-11-2020,Networking,External Labor,Mexico,"18,291"
01-12-2020,Networking,External Labor,Mexico,"18,291"
01-01-2020,Networking,External Labor,United Kingdom,"1,05,384"
01-02-2020,Networking,External Labor,United Kingdom,"1,05,384"
01-03-2020,Networking,External Labor,United Kingdom,"1,05,384"
01-04-2020,Networking,External Labor,United Kingdom,"1,05,384"
01-05-2020,Networking,External Labor,United Kingdom,"1,05,384"
01-06-2020,Networking,External Labor,United Kingdom,"1,05,384"
01-07-2020,Networking,External Labor,United Kingdom,"1,06,024"
01-08-2020,Networking,External Labor,United Kingdom,"1,06,024"
01-09-2020,Networking,External Labor,United Kingdom,"1,06,024"
01-10-2020,Networking,External Labor,United Kingdom,"1,06,024"
01-11-2020,Networking,External Labor,United Kingdom,"1,06,024"
01-12-2020,Networking,External Labor,United Kingdom,"1,06,024"
01-01-2020,Networking,External Labor,USA,"2,42,943"
01-02-2020,Networking,External Labor,USA,"2,42,943"
01-03-2020,Networking,External Labor,USA,"2,42,943"
01-04-2020,Networking,External Labor,USA,"2,33,943"
01-05-2020,Networking,External Labor,USA,"2,33,943"
01-06-2020,Networking,External Labor,USA,"2,33,943"
01-07-2020,Networking,External Labor,USA,"2,33,943"
01-08-2020,Networking,External Labor,USA,"2,33,943"
01-09-2020,Networking,External Labor,USA,"2,33,943"
01-10-2020,Networking,External Labor,USA,"2,33,943"
01-11-2020,Networking,External Labor,USA,"2,30,697"
01-12-2020,Networking,External Labor,USA,"2,30,697"
01-01-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-02-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-03-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-04-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-05-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-06-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-07-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-08-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-09-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-10-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-11-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-12-2020,Networking,Hardware,United Kingdom,"1,03,211"
01-01-2020,Networking,Hardware,USA,"2,57,970"
01-02-2020,Networking,Hardware,USA,"2,37,626"
01-03-2020,Networking,Hardware,USA,"4,41,176"
01-04-2020,Networking,Hardware,USA,"2,37,626"
01-05-2020,Networking,Hardware,USA,"2,37,626"
01-06-2020,Networking,Hardware,USA,"4,41,176"
01-07-2020,Networking,Hardware,USA,"2,39,426"
01-08-2020,Networking,Hardware,USA,"2,37,626"
01-09-2020,Networking,Hardware,USA,"4,41,176"
01-10-2020,Networking,Hardware,USA,"2,37,626"
01-11-2020,Networking,Hardware,USA,"2,37,626"
01-12-2020,Networking,Hardware,USA,"4,41,176"
01-01-2020,Networking,Hardware Maintenance,USA,"7,718"
01-02-2020,Networking,Hardware Maintenance,USA,"3,615"
01-03-2020,Networking,Hardware Maintenance,USA,"3,615"
01-04-2020,Networking,Hardware Maintenance,USA,"7,718"
01-05-2020,Networking,Hardware Maintenance,USA,"3,615"
01-06-2020,Networking,Hardware Maintenance,USA,"3,615"
01-07-2020,Networking,Hardware Maintenance,USA,"7,802"
01-08-2020,Networking,Hardware Maintenance,USA,"3,615"
01-09-2020,Networking,Hardware Maintenance,USA,"3,615"
01-10-2020,Networking,Hardware Maintenance,USA,"7,802"
01-11-2020,Networking,Hardware Maintenance,USA,"3,615"
01-12-2020,Networking,Hardware Maintenance,USA,"3,615"
01-01-2020,Networking,Internal Labor,Germany,"23,082"
01-02-2020,Networking,Internal Labor,Germany,"23,082"
01-03-2020,Networking,Internal Labor,Germany,"23,082"
01-04-2020,Networking,Internal Labor,Germany,"16,186"
01-05-2020,Networking,Internal Labor,Germany,"16,186"
01-06-2020,Networking,Internal Labor,Germany,"16,186"
01-07-2020,Networking,Internal Labor,Germany,"16,186"
01-08-2020,Networking,Internal Labor,Germany,"16,186"
01-09-2020,Networking,Internal Labor,Germany,"16,186"
01-10-2020,Networking,Internal Labor,Germany,"16,186"
01-11-2020,Networking,Internal Labor,Germany,"16,186"
01-12-2020,Networking,Internal Labor,Germany,"16,186"
01-01-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-02-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-03-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-04-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-05-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-06-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-07-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-08-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-09-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-10-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-11-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-12-2020,Networking,Internal Labor,United Kingdom,"22,514"
01-01-2020,Networking,Internal Labor,USA,"54,929"
01-02-2020,Networking,Internal Labor,USA,"57,223"
01-03-2020,Networking,Internal Labor,USA,"60,491"
01-04-2020,Networking,Internal Labor,USA,"56,056"
01-05-2020,Networking,Internal Labor,USA,"56,056"
01-06-2020,Networking,Internal Labor,USA,"56,056"
01-07-2020,Networking,Internal Labor,USA,"56,454"
01-08-2020,Networking,Internal Labor,USA,"56,407"
01-09-2020,Networking,Internal Labor,USA,"56,241"
01-10-2020,Networking,Internal Labor,USA,"57,581"
01-11-2020,Networking,Internal Labor,USA,"57,302"
01-12-2020,Networking,Internal Labor,USA,"56,954"
01-01-2020,Networking,Other,USA,"3,155"
01-02-2020,Networking,Other,USA,"3,864"
01-03-2020,Networking,Other,USA,"3,820"
01-04-2020,Networking,Other,USA,"3,283"
01-05-2020,Networking,Other,USA,"3,305"
01-06-2020,Networking,Other,USA,"3,155"
01-07-2020,Networking,Other,USA,"3,155"
01-08-2020,Networking,Other,USA,"3,847"
01-09-2020,Networking,Other,USA,"3,155"
01-10-2020,Networking,Other,USA,"3,155"
01-11-2020,Networking,Other,USA,"3,847"
01-12-2020,Networking,Other,USA,"3,155"
01-01-2020,Networking,Recognition,USA,24
01-02-2020,Networking,Recognition,USA,24
01-03-2020,Networking,Recognition,USA,24
01-04-2020,Networking,Recognition,USA,24
01-05-2020,Networking,Recognition,USA,24
01-06-2020,Networking,Recognition,USA,24
01-07-2020,Networking,Recognition,USA,24
01-08-2020,Networking,Recognition,USA,24
01-09-2020,Networking,Recognition,USA,24
01-10-2020,Networking,Recognition,USA,24
01-11-2020,Networking,Recognition,USA,24
01-12-2020,Networking,Recognition,USA,24
01-01-2020,Networking,Software,USA,260
01-02-2020,Networking,Software,USA,260
01-03-2020,Networking,Software,USA,260
01-04-2020,Networking,Software,USA,260
01-05-2020,Networking,Software,USA,260
01-06-2020,Networking,Software,USA,260
01-07-2020,Networking,Software,USA,260
01-08-2020,Networking,Software,USA,260
01-09-2020,Networking,Software,USA,260
01-10-2020,Networking,Software,USA,260
01-11-2020,Networking,Software,USA,260
01-12-2020,Networking,Software,USA,260
01-01-2020,Networking,Software Maintenance,United Kingdom,"26,689"
01-02-2020,Networking,Software Maintenance,United Kingdom,"3,289"
01-03-2020,Networking,Software Maintenance,United Kingdom,"3,289"
01-04-2020,Networking,Software Maintenance,United Kingdom,"18,471"
01-05-2020,Networking,Software Maintenance,United Kingdom,"8,250"
01-06-2020,Networking,Software Maintenance,United Kingdom,"8,250"
01-07-2020,Networking,Software Maintenance,United Kingdom,"7,938"
01-08-2020,Networking,Software Maintenance,United Kingdom,"7,938"
01-09-2020,Networking,Software Maintenance,United Kingdom,"7,938"
01-10-2020,Networking,Software Maintenance,United Kingdom,"8,599"
01-11-2020,Networking,Software Maintenance,United Kingdom,"8,599"
01-12-2020,Networking,Software Maintenance,United Kingdom,"8,599"
01-02-2020,Networking,Software Maintenance,USA,"1,67,102"
01-03-2020,Networking,Software Maintenance,USA,"7,365"
01-04-2020,Networking,Software Maintenance,USA,389
01-05-2020,Networking,Software Maintenance,USA,"1,48,924"
01-08-2020,Networking,Software Maintenance,USA,"1,48,753"
01-11-2020,Networking,Software Maintenance,USA,"1,45,378"
01-01-2020,Networking,Supplies,United Kingdom,133
01-02-2020,Networking,Supplies,United Kingdom,133
01-03-2020,Networking,Supplies,United Kingdom,133
01-04-2020,Networking,Supplies,United Kingdom,133
01-05-2020,Networking,Supplies,United Kingdom,133
01-06-2020,Networking,Supplies,United Kingdom,133
01-07-2020,Networking,Supplies,United Kingdom,133
01-08-2020,Networking,Supplies,United Kingdom,133
01-09-2020,Networking,Supplies,United Kingdom,133
01-10-2020,Networking,Supplies,United Kingdom,133
01-11-2020,Networking,Supplies,United Kingdom,133
01-12-2020,Networking,Supplies,United Kingdom,133
01-01-2020,Networking,Supplies,USA,"1,005"
01-02-2020,Networking,Supplies,USA,"1,005"
01-03-2020,Networking,Supplies,USA,"1,005"
01-04-2020,Networking,Supplies,USA,"1,005"
01-05-2020,Networking,Supplies,USA,"1,005"
01-06-2020,Networking,Supplies,USA,"1,005"
01-07-2020,Networking,Supplies,USA,"1,005"
01-08-2020,Networking,Supplies,USA,"1,005"
01-09-2020,Networking,Supplies,USA,"1,005"
01-10-2020,Networking,Supplies,USA,"1,005"
01-11-2020,Networking,Supplies,USA,"1,005"
01-12-2020,Networking,Supplies,USA,"1,005"
01-01-2020,Networking,Taxes,USA,"5,873"
01-02-2020,Networking,Taxes,USA,"5,873"
01-03-2020,Networking,Taxes,USA,"5,873"
01-04-2020,Networking,Taxes,USA,"5,873"
01-05-2020,Networking,Taxes,USA,"5,873"
01-06-2020,Networking,Taxes,USA,"5,873"
01-07-2020,Networking,Taxes,USA,"5,873"
01-08-2020,Networking,Taxes,USA,"5,873"
01-09-2020,Networking,Taxes,USA,"5,873"
01-10-2020,Networking,Taxes,USA,"5,873"
01-11-2020,Networking,Taxes,USA,"5,873"
01-12-2020,Networking,Taxes,USA,"5,873"
01-01-2020,Networking,Telecomm,Canada,"4,135"
01-02-2020,Networking,Telecomm,Canada,"4,135"
01-03-2020,Networking,Telecomm,Canada,"4,135"
01-04-2020,Networking,Telecomm,Canada,"4,135"
01-05-2020,Networking,Telecomm,Canada,"4,135"
01-06-2020,Networking,Telecomm,Canada,"4,135"
01-07-2020,Networking,Telecomm,Canada,"4,135"
01-08-2020,Networking,Telecomm,Canada,"4,135"
01-09-2020,Networking,Telecomm,Canada,"4,135"
01-10-2020,Networking,Telecomm,Canada,"4,135"
01-11-2020,Networking,Telecomm,Canada,"4,135"
01-12-2020,Networking,Telecomm,Canada,"4,135"
01-01-2020,Networking,Telecomm,United Kingdom,"1,229"
01-02-2020,Networking,Telecomm,United Kingdom,"1,229"
01-03-2020,Networking,Telecomm,United Kingdom,"1,229"
01-04-2020,Networking,Telecomm,United Kingdom,"1,229"
01-05-2020,Networking,Telecomm,United Kingdom,"1,229"
01-06-2020,Networking,Telecomm,United Kingdom,"1,229"
01-07-2020,Networking,Telecomm,United Kingdom,"1,229"
01-08-2020,Networking,Telecomm,United Kingdom,"1,229"
01-09-2020,Networking,Telecomm,United Kingdom,"1,229"
01-10-2020,Networking,Telecomm,United Kingdom,"1,229"
01-11-2020,Networking,Telecomm,United Kingdom,"1,229"
01-12-2020,Networking,Telecomm,United Kingdom,"1,229"
01-01-2020,Networking,Telecomm,USA,"67,526"
01-02-2020,Networking,Telecomm,USA,"67,526"
01-03-2020,Networking,Telecomm,USA,"67,526"
01-04-2020,Networking,Telecomm,USA,"16,526"
01-05-2020,Networking,Telecomm,USA,"16,526"
01-06-2020,Networking,Telecomm,USA,"16,526"
01-07-2020,Networking,Telecomm,USA,"16,526"
01-08-2020,Networking,Telecomm,USA,"16,526"
01-09-2020,Networking,Telecomm,USA,"16,526"
01-10-2020,Networking,Telecomm,USA,"16,526"
01-11-2020,Networking,Telecomm,USA,"16,526"
01-12-2020,Networking,Telecomm,USA,"16,526"
01-01-2020,Networking,Training,United Kingdom,330
01-02-2020,Networking,Training,United Kingdom,330
01-03-2020,Networking,Training,United Kingdom,330
01-04-2020,Networking,Training,United Kingdom,330
01-05-2020,Networking,Training,United Kingdom,330
01-06-2020,Networking,Training,United Kingdom,330
01-07-2020,Networking,Training,United Kingdom,754
01-08-2020,Networking,Training,United Kingdom,754
01-09-2020,Networking,Training,United Kingdom,754
01-10-2020,Networking,Training,United Kingdom,330
01-11-2020,Networking,Training,United Kingdom,330
